"order","item","participant","cont_pred1","cont_pred2","binary_pred","out"
6,43,522,1.56022033249857,0.659957942947677,1,0
7,57,522,-1.01209969869147,-0.341419962878562,1,0.377967595990607
8,6,522,0.322233621724516,0.204531638027309,1,0.875334482334987
9,51,522,-1.93994133733612,-0.0959397875660468,0,0.196709220131312
10,16,522,0.87039004571454,0.140050553716642,0,0.261431625170148
11,4,522,-0.222867004950409,0.0279605944002485,0,0.424436148926399
12,58,522,-0.067360418958232,1.16485835690246,1,0.485699569319103
1,24,523,1.83562976937802,-1.61496885024407,1,0
2,54,523,-1.3179730530081,-0.65278125905768,0,0.0464035899986727
3,7,523,0.308764577516835,0.621583706182686,1,0.0386767476719395
4,22,523,-0.220893160758623,0.592237350826444,1,0.0393178644078046
5,21,523,0.0447530806907741,0.876786225549897,0,0.0230399217728987
6,52,523,1.70336141612652,-0.128747811652945,1,0.287470300546854
7,47,523,1.09154697252555,-0.168001770602094,0,0.160826451056148
8,31,523,-0.145813646560444,2.20038285977391,0,0.00639760682942126
9,55,523,-1.94204642079704,0.810897324849051,0,0.00579218195551469
10,60,523,-0.852643134023486,0.600532583166824,0,0.0102623807094968
11,5,523,-0.57607223145013,-0.592681528452082,1,0
12,33,523,-0.324536563510045,-1.477826755854,0,0.158349167495363
1,51,523,0.0145456130328056,0.69905040978446,1,0.0371184992734454
2,18,523,0.423266384348969,0.243774522696716,0,0
3,27,523,1.13761700015508,1.07106368304171,1,0.122565721999109
4,46,523,0.171951605996304,0.366864502394052,1,0
5,4,523,0.88143002776035,-0.223203128175771,0,0.0892125835370936
6,30,523,-1.02538388411154,0.413768593694355,1,0.0329265723129097
7,41,523,-0.0912780129067653,-0.406531295461552,0,0.251782575539819
8,39,523,0.482847509637793,0.989401539449128,1,0.0798589849644826
9,32,523,0.0791285805084018,-0.187324921079479,1,0.226194835255211
10,58,523,-0.685635221926735,-0.981780768864348,0,0.114910922175441
11,25,523,0.690150868779691,1.57156278142997,0,0.0589580878993464
12,16,523,0.824891569707046,-1.39480707822793,1,0.100701726837817
1,14,523,1.3143110555074,-0.34994963933448,0,0.161202994717842
2,11,523,0.445959806884251,1.56546209055943,0,0
3,45,523,1.44786229881012,-0.0592459727713411,0,0
4,56,523,2.24815135036504,0.0718197251201379,1,1
5,53,523,0.417126713411115,-1.05126325990093,1,0.213590016973853
6,35,523,1.91726780025226,0.0780411631139316,1,1
7,26,523,-0.872706508849488,-1.29826243301863,0,0
8,37,523,-0.83690991304109,0.526780688409464,0,1
9,2,523,2.85120005047315,-0.107466710169545,1,0
10,43,523,0.946912786815086,-2.40661392826759,1,0
11,17,523,-1.36768895427432,-0.86535197716667,1,0.0856529721470041
12,13,523,0.683854265638775,1.41576130906463,1,0.0513728230732076
1,48,523,-0.506996477466417,-0.798341248686043,0,0
2,8,523,-0.144819010132649,-0.476618727151683,1,0
3,6,523,-1.01169715649126,-1.18617156218462,1,0.440438384889421
4,42,523,-0.152764609602574,-0.354540970260359,1,0
5,15,523,-1.35195562071981,0.0703880186771172,0,0.0158630612394854
6,3,523,-0.332125263746951,-0.603335239629301,0,0.063285181830743
7,9,523,-0.988605670972729,-1.91517725930503,1,0.114132488125562
8,59,523,-0.596164038028531,-1.53863336245158,0,0
9,44,523,-0.947297109680141,0.670125517521443,0,0.0887559640057919
10,10,523,1.72713432662752,0.374126457960675,0,0
11,1,523,-1.43789106972413,-0.49779575066572,0,0.0564740580512712
12,50,523,1.05540429455004,-1.14319691396896,1,0
1,28,523,-0.923162030251947,-0.502567222666775,1,1
2,23,523,-0.00282520495652533,0.61164216817435,0,0.199021628986217
3,49,523,-0.444002564367384,-0.745163793636004,1,0.16312668708541
4,36,523,-1.05488632013325,-0.384902761444138,1,0
5,34,523,0.662006339079867,-0.368075295057537,1,0.510761490463194
6,40,523,0.0697469481144563,-1.98866702196623,0,0.364784629276038
7,38,523,-0.0478420083512098,-0.639078135303444,0,0.37498034960239
8,57,523,0.0245695824258222,0.514090276620527,1,0.0389946080833467
9,19,523,-0.313666944687951,-1.05930239391688,1,0.662485399286949
10,20,523,0.150666858509642,1.57119588117787,1,0.0158154086434657
11,29,523,1.80239482370184,-2.24408084010353,0,0.064937729533916
12,12,523,-0.675169645524595,0.230914856286315,0,0.132161133776318
1,20,524,-0.858937156375253,1.66839525097529,0,0.0630339160436504
2,54,524,0.918234150890404,0.0471134004192863,1,0
3,3,524,-0.379681992141486,0.663910498705113,0,0.244496333870921
4,51,524,0.0390880081843715,-0.77549118556238,0,0.373094416872619
5,57,524,-0.344420913277539,0.713494963051825,0,0.166614928639706
6,2,524,-0.730413823735528,-0.107286571095078,0,0.51049687473126
7,42,524,-0.648720621841458,0.0723371194427039,1,0
8,48,524,-0.621401788333359,-1.70782550965925,1,0.653574461731503
9,16,524,-2.35690115210018,1.15854139593077,1,0.0764524928297404
10,39,524,1.97285262388773,-0.819310023038777,0,0.732236580897659
11,30,524,-2.29287326964984,0.125031606032776,0,0.141020732525431
12,29,524,-0.186174995787523,-0.859137855428488,0,1
1,35,524,0.317133962867881,-0.420592707166738,1,0
2,7,524,0.184046641022593,-0.812015012565206,0,0.365162051496647
3,27,524,0.118834298945661,-0.242063243736727,0,0.57602661824032
4,56,524,1.63454201598508,-0.929629705096498,1,0.945677360698308
5,50,524,1.29274188508349,-1.10731973677819,1,0.542569484703517
6,45,524,-0.874991652119656,-1.11700984520526,1,1
7,58,524,0.000723857230675323,0.16335928357605,1,0.587864970430992
8,17,524,-0.0529317147611511,1.22449265293915,0,0.211132520932155
9,53,524,-0.12623094846571,-0.714667529324988,1,0.656555823138937
10,32,524,-0.47225692375797,-0.15385554305014,1,0.711061633481993
11,22,524,-0.399220594988824,-0.400377632804818,0,0.305917670045409
12,34,524,0.536161308011075,-1.26501883739016,0,0.915344361145196
1,33,524,-1.46573152466343,1.43183680424211,1,0.274433561625945
2,10,524,-1.67528832776152,-0.574983643574604,0,0.280015850394862
3,5,524,-1.44119449067803,-1.10231322765475,1,0.517804764378707
4,47,524,1.72602567601704,-0.664830443434565,1,0.84704482397333
5,19,524,-1.46796893185249,-1.31516144445375,1,0.940890501216462
6,40,524,-0.993096220359575,-0.602823181879177,0,0.642303771120493
7,21,524,0.673660241872881,0.920511420384549,0,0
8,6,524,1.76497514319529,-2.31619639009643,1,0.977112318434653
9,13,524,0.561933642117989,0.913472385196215,1,0
10,38,524,-0.135982556295594,-1.75627000052452,1,0.951297297651339
11,18,524,-0.00140114200687779,0.522496101217824,0,0.105772058953368
12,14,524,-0.837825323960406,-1.15248248483291,0,0
1,37,524,0.0520963626920905,0.282189278643854,1,0.437525964029267
2,31,524,0.648323523320127,-1.7707031855783,1,0.612710991970472
3,46,524,1.55647670691039,-1.49436629012876,0,0.513513779909255
4,55,524,0.135509669997355,0.662820263983008,1,0.184536307107898
5,25,524,-0.91468934931942,-0.781170306442722,1,0
6,41,524,1.50538122801589,0.0528934010481755,1,1
7,12,524,0.51921547322694,-1.68970330838256,1,0.926351990776286
8,60,524,0.569678660816748,-0.467376987083803,0,0.25220983223692
9,23,524,-1.68418008372739,-1.54681472367731,1,0.896387529954355
10,24,524,1.26338880957701,1.07748522647824,1,0.506492098628326
11,52,524,0.735147997954893,-0.122352611408926,1,0.748969119355984
12,9,524,0.619063232870902,0.138280994975957,1,0.407318277997285
1,59,524,-1.60969950120168,-1.53545609587691,0,0.427995409433778
2,11,524,-0.165371693259781,0.240393950018924,1,0.157125174760854
3,15,524,-2.31620334307902,1.34392942025755,1,0.0842582633459025
4,44,524,1.65258704699357,0.309582621088299,0,0.757844975853406
5,4,524,0.725839752831688,0.22580073183411,0,0.424675060722983
6,1,524,1.25605820101087,-0.372098521513245,1,0.709953265425461
7,36,524,-0.494792899444321,0.43528057210705,0,0.318058284328345
8,43,524,-0.494923358512814,-1.51996912161787,1,0.85670934496375
9,49,524,0.182360473702313,0.396179656113592,1,1
10,8,524,2.21682121297062,2.92740373855407,0,0.115595914771649
11,26,524,-0.423370580140936,-1.16701089019008,1,0.758921051314979
12,28,524,1.57731387422797,2.27946359683706,1,0.0786986912624335
1,27,525,1.17006895494818,-1.77605195343003,1,1
2,2,525,1.04044442258751,-1.18927049661357,0,0.173075489288705
3,6,525,0.825799072350155,-2.04509437730144,1,0.5957192569806
4,57,525,0.147339737596143,0.0103759861225037,0,0.0200201483986491
5,51,525,0.240995415825004,-0.778134158746382,0,0.0348348461521209
6,13,525,-2.62264549360697,1.0002852177801,0,0.00772659702148921
7,19,525,0.689562108356813,-0.723534735417726,0,1
8,43,525,0.939785324343359,-1.52517931749154,0,0
9,33,525,0.407445167464389,-0.276746300723007,0,0.0649822286763889
10,18,525,-0.0304415573837652,-1.14874937709917,1,0.0288306684628351
11,47,525,0.689142193330595,-0.656364427542427,1,0
12,36,525,-2.41961556332731,0.546926680859825,0,0
1,1,525,-0.323493408507488,-0.244531214825125,0,0.0427295050704188
2,16,525,-2.79094946740165,-0.494228807301953,1,0
3,30,525,0.536986406324063,0.294781995748813,1,0
4,10,525,0.427365094408631,-0.681970213798662,0,0.0465645450501896
5,52,525,-0.348729847906816,0.144234774998117,1,0
6,23,525,0.013363929304944,0.817663848729907,1,0.176273532833525
7,59,525,-2.16717080079151,0.135587654591201,0,0.0125830003354554
8,25,525,0.161696997930215,-0.0984017682159097,0,0.0769466077772043
9,39,525,0.212344203962554,-0.223095284967607,1,0
10,7,525,-0.305096592142124,-0.0948556788947044,1,0.0284845805177774
11,26,525,0.127976885893053,0.372340746297036,1,0.0787947825569899
12,40,525,1.04190303135954,0.775200692848237,0,0.0828562303106787
1,22,525,0.428111404324681,0.253386777921264,1,0
2,35,525,-1.33063189491741,0.492081890904877,1,0
3,46,525,-0.360939164298424,0.560729168502165,1,0.0144137431848689
4,42,525,-0.341007440593891,-1.10744207797401,1,0
5,14,525,0.333041535055859,-0.265911904134435,1,0.111589632868465
6,15,525,0.939618079194341,-0.988393341075196,1,0.0616941676234851
7,37,525,0.28346946567203,-1.79521363928577,0,1
8,48,525,-1.48353541294397,1.98288046614257,0,0.00518724528655283
9,12,525,-0.288890809589428,0.313768684111895,1,0
10,44,525,-0.867286981172844,-0.235896006445775,1,0.14322752179789
11,20,525,-1.29937356538901,-0.929123306488077,0,0
12,38,525,-0.30167254239358,-0.487823065508897,1,0.326966472387859
1,5,525,-1.88489558124313,0.939000652712866,1,0
2,29,525,-0.487495844255178,-1.57451247535755,0,0.0121066316517607
3,34,525,-1.15867994391742,0.618176089634435,0,0.0982012233843167
4,53,525,-0.824956354577983,0.245753287089711,1,0
5,21,525,-1.44784197789849,-0.961798653045097,0,0.0241763026252267
6,8,525,-0.125789374686653,1.4130070712991,0,0.00799383165510964
7,9,525,0.500857665816379,1.87275846110912,1,0.0129696210797699
8,56,525,0.268343055091441,-0.890048546318964,0,0
9,55,525,0.644881468456481,-0.2444204598178,0,0.0157002154836154
10,49,525,-0.0405705530794836,1.61227276866662,1,0.0310732820605955
11,3,525,0.526330100222752,2.01271781376588,0,0.0110377554771253
12,60,525,0.713264024184358,0.563756662086549,1,0.0174595234380582
1,11,525,2.09813482345367,-1.08272630399824,0,1
2,24,525,0.0351506054791206,-0.0933881353172114,1,0.0706754693033477
3,4,525,-0.823660961976325,0.0384870231268335,1,0
4,45,525,-1.57526917512323,-2.18935318971702,1,0.0575889457448275
5,54,525,0.280466454778675,1.06204458826711,1,0.0286442597113864
6,32,525,-0.433226005576692,-0.604289100870466,1,0.15570966275123
7,28,525,1.43971949743365,0.663326232418993,1,0.0119664921246495
8,31,525,-0.317955979206458,-1.38609915399365,0,0.0297360493171041
9,17,525,-0.745868167253426,-0.192774012997889,0,0.0269815413527926
10,50,525,-1.69314409269954,-0.5176216134897,0,1
11,41,525,-0.767883383496655,0.561515701898862,1,1
12,58,525,0.967860776544114,-0.881962158894188,0,1
1,54,526,-0.189066737488596,1.29285450479879,0,0.0328808364335709
2,52,526,0.833293646113733,-0.440879058875229,0,0.2476377799107
3,51,526,0.421304548259983,-0.553658089245575,0,0
4,3,526,0.950427607478371,-0.812511121521139,0,0.153601019997362
5,16,526,-0.168308614723276,-0.412070410892613,0,0.0386787741822641
6,22,526,-0.172191404610237,-0.711717957985695,0,0.0770692692241368
7,10,526,1.28926497386692,0.0592324643647733,0,0
8,31,526,-0.92660209618897,-1.13240634523445,1,0.0827679698407494
9,57,526,0.950649139333511,-0.544799785247732,0,0.0885557193462839
10,21,526,0.134301538167224,-3.02477069152972,1,0.386690517962491
11,59,526,-1.60769327463506,-0.351571056006409,1,0.080950450055485
12,2,526,-0.877249419607405,0.759121574517483,1,0.123566313202902
1,35,526,0.22410201484384,-0.224506821418108,0,0.0901063706731256
2,30,526,1.43075128162686,-0.291125356470549,1,0
3,19,526,-1.9769605083047,0.841658902942484,1,0.346458377508281
4,43,526,0.0449854197175303,-1.07220279045625,0,0.327105117341125
5,6,526,-0.105186576077403,-0.610543780698288,1,0
6,1,526,-0.193198375935489,-0.232812238998107,1,1
7,13,526,-0.579011122121225,0.265761629584721,0,1
8,15,526,-0.561054734307191,0.786105468601793,1,0.0333528356963984
9,8,526,-0.71915230579375,0.35764781853902,0,0
10,50,526,-1.28231661276382,-0.37756605209513,0,0.026641795252881
11,40,526,-1.55129911364337,1.55751506458786,1,0
12,55,526,-0.783285921368547,0.507280719431145,1,0.0254811523005119
1,37,526,-0.731020444208329,-0.624725346076029,0,0.0823384507695503
2,36,526,0.166261167517693,-0.0539378011481999,1,0
3,45,526,-0.151744568340472,1.78512921981309,1,0.0232838479436644
4,17,526,0.366348306043182,1.35523558577319,1,0.0641849255844876
5,23,526,-1.70037422086668,-0.726032231630185,1,0
6,4,526,-0.723473847051605,1.33052099002416,1,0.0519787468081055
7,42,526,-2.81808157960101,0.323195134526963,0,0
8,25,526,-0.536820221529573,-1.96133524160246,0,0.339355938787855
9,46,526,-0.709506023066434,0.187944574169673,0,0.0246444200717797
10,39,526,-0.163385671735213,-0.509459843345573,0,0.135002527494808
11,5,526,1.71917436236494,0.229458840327335,0,0.113898443195682
12,41,526,0.682229964818763,1.50767098014403,1,0.258606289451447
1,60,526,0.788718119190259,-0.766081900763246,1,0.0944207741207347
2,7,526,-0.829672243486609,-0.0524982663127118,1,0.0576829800936928
3,18,526,-0.804114736570439,0.661055447927814,1,0.0192917193422768
4,34,526,1.1106621381263,-0.911956330103787,1,0.719121271354639
5,53,526,0.873887935324588,0.0893122949231945,1,0.195572049024067
6,12,526,-1.03038130652547,0.162703472121789,1,0.25890163165114
7,11,526,-1.11777197961333,-1.04250119490193,1,0.0401861056372121
8,24,526,1.29281714317042,-2.3650012876009,1,0.542875014389569
9,29,526,-1.63732831254066,-0.00432565501252329,1,0.0133704935779688
10,48,526,-0.0498008334970547,-1.35499559371033,0,0.141038832819868
11,20,526,-2.43318654399553,-1.08096916222848,0,0.0284655485154749
12,49,526,0.0450980021891143,0.949399642590009,0,0
1,44,526,-0.471148613549196,0.483543219863464,1,1
2,47,526,1.17342692021164,-1.55046199920858,0,0.406063867763808
3,33,526,0.073662198937099,-0.929165229849888,1,0.279550205346629
4,58,526,-1.02781221616414,-0.673735859391372,1,0
5,56,526,0.235048700496056,0.757651200893114,1,0
6,14,526,1.46235144555466,0.955203914808716,1,0.187416376871718
7,32,526,1.39704381117211,-0.0292811051006426,1,0.389412336868503
8,27,526,-0.594743567266115,0.135427731981871,1,0.168037101698508
9,26,526,-0.142694169534563,0.148708469746101,1,0
10,28,526,-0.195724124317428,0.309977955736892,1,0
11,9,526,-0.540857276505679,-0.0829949714979332,1,0.0705606687475425
12,38,526,-0.0987089201868976,1.21942466769403,0,0.226160716959061
1,41,527,0.628601048746459,-0.529190831037181,1,0.642244912674857
2,2,527,-0.598380594643731,-0.212178072987729,1,0.300756077928454
3,26,527,-0.618649454822405,-0.685353482714382,1,0.330614067060275
4,33,527,-0.171304279728121,0.205246916489446,0,0.144540345649289
5,48,527,0.800991913475594,1.31543094407268,0,0.0643943737965439
6,17,527,-0.195953167504822,0.186356850349424,0,0.0962043549695825
7,18,527,-0.646950239722788,-1.33982921172914,0,0.0607644382435579
8,8,527,1.71645226156281,-0.105510522702935,1,0.200201685256559
9,24,527,-0.558139146709429,-0.358097034047929,1,0.223557167963415
10,9,527,-0.108327537508673,-0.254136545967478,1,0.131354062432807
11,55,527,0.736755237243996,-0.389184220382793,0,0
12,3,527,1.56968475601077,-0.818527377183843,0,0.258978708049595
1,40,527,-0.260315492924578,-0.512862681287017,0,0.330269574015796
2,49,527,-1.92447023037993,0.993540856688862,0,0.0547932497799802
3,30,527,0.0484377692077444,-1.62655701001828,0,0.192901486203904
4,28,527,-1.18031640896148,-0.256386704952454,1,0
5,25,527,0.5798384141442,-0.675607307268414,1,1
6,27,527,0.169900771744023,0.233962450658584,1,0.277659873326884
7,11,527,0.310546510665483,-2.9382600927944,1,0.249580259350685
8,52,527,0.233149043101538,1.27300935886817,1,1
9,60,527,0.190899553185912,-0.614624720776594,0,0
10,1,527,1.44330867603727,-0.915515374213152,1,0.448163071606808
11,38,527,-1.49902290723964,-1.15101656528259,1,0.654083058375919
12,19,527,0.882288049814056,2.11581600533714,1,0.509148561457508
1,15,527,0.42215305255328,0.85780007949155,0,0
2,56,527,0.87474694792888,0.773123245052402,0,0.395210976445027
3,20,527,-2.24893674924825,-2.54041838832903,0,0.103862485845614
4,45,527,1.22398535541469,0.407294836676583,0,0.0763340802880026
5,42,527,-1.34287426625808,0.746651213274593,0,0.0472829850085168
6,7,527,-0.363427500894263,0.244726369983673,1,0.0852135967946525
7,59,527,0.446541582800767,-1.0914837555239,0,0
8,39,527,0.116895144612568,1.46176361436325,1,0.118462640374991
9,10,527,0.0128026109780292,-0.480895806108163,0,0
10,16,527,1.14665130044543,1.55833909925622,0,0.0293114271994418
11,13,527,1.12369300816787,-1.41636619684975,0,0
12,53,527,0.295529395521675,0.0763160288317244,1,0.2361631832715
1,37,527,-0.0201179631322266,-0.128892307169881,0,0.116636423382071
2,47,527,0.105547892771799,-0.598175427695168,0,0.291028978792577
3,54,527,0.941387701109734,-0.0724210478696786,0,0.150381989715776
4,58,527,-0.165173692638,-0.0105368202021113,0,0.168903198584336
5,31,527,0.843722270941556,-0.750991417391254,1,0.170858426131885
6,6,527,-0.0491859184165972,1.50961081894917,0,0
7,36,527,0.271825970401735,-1.16718817195198,1,0.371041358055244
8,23,527,0.932497663274646,-0.43867189125374,0,0.602005016238843
9,44,527,0.181675971336145,-0.394633105374647,1,0.513439515397057
10,14,527,1.90661043011387,0.255391924810288,0,1
11,12,527,-0.607522747395861,0.59262873409709,1,1
12,5,527,-0.567691156090877,-0.942099564173351,0,0.152646506227447
1,46,527,-1.53036917876893,-0.710182029394129,1,0.0764436035661269
2,32,527,-0.73678878061302,-0.824832902835605,1,0.429401287265209
3,50,527,-0.0686846564482894,-0.677470870767111,0,0
4,34,527,-0.941051728891898,-0.637577687192375,1,0
5,51,527,-2.07938185433178,-0.743805688826406,0,0.058729939362982
6,43,527,0.0379685548048223,-0.19052488088162,0,0.3062370057996
7,35,527,0.261995025903077,0.574202018105345,0,0.0875997634171351
8,57,527,-0.879545982128366,0.687452931439636,0,0.0363925715561987
9,21,527,0.367402221137763,1.17215031467316,0,0.0491344045583169
10,4,527,-0.610804713014144,0.497864102248223,1,0.126804322801258
11,29,527,0.464298221853882,-0.239162813932761,0,0.0296046082490007
12,22,527,0.063584461308435,0.280779924755455,1,0
1,9,528,-0.785910351778394,1.59004768977629,0,0.0282750070694411
2,28,528,0.317335229101546,-1.70086608170033,0,0.0901186983628565
3,22,528,-1.05216551991053,0.937130329330848,0,0
4,57,528,0.420943202541878,-1.0869044531216,1,0.257132814708454
5,19,528,1.0432197180842,-0.00496756510376266,1,0.826497327543035
6,60,528,-1.62351020155129,1.64405996537328,1,0.0194442056836324
7,20,528,-0.47431099538843,0.586877034701611,1,1
8,59,528,0.39990619337028,-0.445121141157448,0,0.176520058147287
9,21,528,-1.1941477167831,-1.28685460537948,0,0.137247306202739
10,36,528,-1.57259739734183,-1.49234020583185,1,0.31375983978019
11,37,528,1.56713798604744,0.80471381052495,1,0.208549613520861
12,45,528,-0.782019752750098,-0.559540845424269,1,0.127903701730169
1,43,528,0.347274422890181,1.58373234515628,0,0
2,17,528,-0.316475855951503,0.378819924114063,0,0.0995548671488406
3,1,528,-0.260800586182837,0.266062957115451,0,0.13968946811355
4,33,528,-0.794994203488605,-0.836421719626456,1,0.337207964973982
5,34,528,0.224748071150781,-1.52314949287932,0,0.755351595489925
6,18,528,0.451175230099406,0.731394330689626,1,0.0521119222179931
7,56,528,0.138214214705864,0.836064013784982,0,0.371589998773538
8,11,528,0.0812090560048079,-0.838950595844325,1,0.0957732411386888
9,15,528,0.397877091174343,1.10330151389765,1,0.0697345562607844
10,52,528,-1.00631128113372,-2.61798374545194,0,0.545314959016425
11,51,528,0.982902517096629,0.417749909730156,0,0.0994093046343617
12,6,528,-0.993118796651304,0.261039739292691,1,0.485778101478751
1,30,528,0.244445108691104,0.0276275847450809,0,1
2,58,528,-0.0257257222241438,-2.01311151142654,1,1
3,14,528,-2.05969549750214,-0.956129165833166,1,0.284510981183821
4,16,528,2.42801434495828,0.392912168247411,1,0.160207378203235
5,8,528,-0.596302577007641,-1.89829110187604,0,0.194157124933658
6,40,528,0.107215965394609,-1.58309911839776,0,0.56449393757103
7,55,528,-0.0141622842391363,0.185023756862458,0,0.0451808295416687
8,32,528,0.452847831260267,0.148520803416121,1,0.436267420446682
9,42,528,-0.267551473427059,1.14597999335022,1,0.102404158631082
10,31,528,-0.186542650291855,-0.410067081370794,0,0.0795048416147383
11,47,528,0.931409958574629,-0.618207091001425,0,0.402824041827887
12,50,528,0.475817346251967,-0.280116280211642,0,0.0823539257951248
1,7,528,0.631938064182218,-1.08946221950427,1,0.26327232532067
2,25,528,0.187122953600604,0.421316747614164,0,0.229388282527354
3,39,528,0.120630085760826,-0.878376611993047,0,0.28780486262339
4,24,528,1.67478896509633,-0.962588011936485,0,1
5,26,528,-1.10951669885097,-1.1182812462206,1,0.396074913575715
6,10,528,-3.11963145896894,0.888383813816821,0,0.025902934059895
7,41,528,-1.8506396420861,-0.0881927335584356,0,0.299096720950418
8,23,528,-0.877672593101059,0.788920607552505,0,0.318498738502884
9,4,528,-0.356544818539817,1.12757506667086,1,0.116835859637614
10,44,528,-0.380110115495404,-1.25525644480406,1,0
11,27,528,1.7125131528828,1.3192523847752,0,0
12,53,528,1.54649928034648,-0.122037724864036,1,0.39618889152524
1,29,528,-1.16980356124311,-0.978285482852866,1,0.051046322851262
2,2,528,0.0287719830117532,-1.81521680297055,1,0.630237468313584
3,49,528,0.721975993131539,0.223315173261507,1,0
4,35,528,-0.274514479743457,0.320443633195007,0,0.101267980824667
5,54,528,0.523861674624307,-0.671204201969522,1,0
6,48,528,-0.176216957100281,1.98427052300463,0,0
7,3,528,-0.221684594647378,-0.0558609173821146,1,0.191506090628634
8,5,528,0.0159592046801651,0.349521519892566,1,0
9,13,528,0.47545502747587,-1.06615652686973,0,0.277801922294244
10,38,528,-0.203490855128467,-1.13875350558668,1,0.782232351288166
11,46,528,-0.413877896669796,0.898846433709502,0,0.0332233482375764
12,12,528,0.346457005897414,-1.0621297425349,1,0.689057435892978
1,48,529,1.29954413968524,-0.126831188972713,1,0
2,8,529,0.411934529371104,-0.639411903348769,1,0.49978032572607
3,23,529,-0.554805691560503,-1.19975554104269,0,0
4,6,529,-0.0137228190242954,-0.424487997360073,0,0
5,27,529,-0.185475446793682,0.221942260274534,1,0.609955981627775
6,46,529,1.57924896714317,1.51291566241742,1,0.228504509037245
7,36,529,-0.931888663060823,0.299024438855057,1,0.423509315220721
8,41,529,-0.89428404886241,0.0602369607223853,1,0.771861213531593
9,28,529,0.273750038037461,1.49878170927814,0,0
10,2,529,-1.77286300226071,0.777316712015847,0,0.30405335449486
11,43,529,0.0541116482581411,1.32807543643588,0,0.449451974322581
12,38,529,-0.577025465989212,0.278730359726542,0,1
1,58,529,-1.22172442610098,-0.389199360224955,1,0.570619768909446
2,20,529,1.14105290747791,-1.32730624333918,0,0.456112973441578
3,12,529,-0.781788331076645,-0.8843982310279,0,0.753799189660145
4,47,529,1.22746060341179,2.01310807060764,0,0
5,14,529,0.883774833062366,0.893804630179766,1,0.580017881615509
6,10,529,-1.81575241508603,2.36923387600687,1,0.0966931084664832
7,30,529,-0.27570130566878,-2.09978173685136,0,0.564541902290774
8,42,529,0.438311678517156,-0.239854830199998,0,0.433532555012777
9,29,529,1.97991160180639,0.780972102840864,0,0.113951996048065
10,51,529,-1.29037605535517,-1.06923402949244,1,0.429846994909915
11,21,529,-1.52564838264788,0.027439784832169,1,0.285333233081592
12,53,529,0.94083414888103,0.311934185665018,0,0.482769475607908
1,49,529,0.229857285409101,-0.345487196836729,1,0.674803246740501
2,9,529,1.75921961492689,0.615344538314803,0,0.323728302428313
3,19,529,-0.675624214939285,-1.03509599406096,1,0.947958646764626
4,34,529,0.787325962995874,0.504961297240679,0,0.807241361935798
5,31,529,-2.14266309734237,-0.62674065676181,0,0
6,37,529,-0.423939138519031,-0.155058479151213,1,0.467566359677091
7,60,529,-0.0152542797114094,-0.924008025600656,1,0.379410004966735
8,25,529,0.415839141084124,1.44688778894716,1,0
9,44,529,1.68043744187712,-0.461751288738709,0,0.837399423653889
10,54,529,-0.189112521502646,1.93377643486388,1,0.212385493546491
11,57,529,0.549086800887272,0.954876023106834,0,0
12,45,529,-1.12265063756214,-0.119119314032834,0,1
1,55,529,0.290174615097678,-0.189928885139217,1,0.290167076572001
2,52,529,-1.14989215472183,0.400787646986687,1,0.536193904839571
3,24,529,-0.272757305339122,-0.510501192085369,0,0.491667339993856
4,26,529,-1.62237526787139,-0.363377255592795,1,0
5,32,529,0.734505411006359,-0.721216712399716,0,0.766541577071875
6,50,529,-0.611868862644458,0.892060257220669,0,0.102477504023235
7,40,529,-0.108151346279688,0.56308614000121,1,0.672853176983931
8,59,529,0.359581661689403,0.625071944446708,0,0.294932452400305
9,7,529,1.37717837957358,0.0486499303810314,0,0.348355494098513
10,16,529,-0.496089931660267,0.219841444300043,1,0.222441784007668
11,35,529,1.61273219389693,-0.102954142246651,1,0.635560617664994
12,11,529,1.44803434950032,-0.187088129125246,0,0.2086571878039
1,13,529,-1.29338266354658,2.22886046796874,1,0.151009195197521
2,4,529,0.24054048853257,-0.669618367834839,0,0.522320591833396
3,22,529,-1.00077439285597,-0.350109661681001,1,0.369485775225284
4,33,529,-0.147569599458719,-0.710195130044921,1,0.689950543410507
5,1,529,0.572565643361206,-0.267131960686268,0,0.529592987155505
6,15,529,0.76480124413785,1.06660045667127,0,0.165820457011398
7,18,529,1.30619766755719,0.349716083029083,0,0.175405543150487
8,17,529,0.288316280688681,-0.301884853463344,1,0.560380555528419
9,39,529,1.11601176937771,2.34157455214514,0,0.237783597605808
10,56,529,-2.05376133519596,0.650975126210117,0,0.535750643567291
11,5,529,1.06678653387679,1.60888568564022,1,0.342511712224943
12,3,529,-0.823707557062871,0.253198635004863,0,0
1,45,530,0.498259046259849,1.1066112670403,1,0
2,2,530,-1.3280472808162,-0.491628445643846,1,0.50767433748612
3,56,530,0.614652487177519,-1.14250746303719,1,0.890416096637602
4,27,530,-0.224505197938593,-0.262926369417104,0,0.41729319457401
5,55,530,-0.150460680246816,0.240773637342651,1,0.134063311147842
6,40,530,0.0400245185948986,-0.98820975057769,0,0.655989844451664
7,54,530,1.51324434540531,0.671395967300052,0,0.265878399471429
8,33,530,1.7955020262241,-0.0533958721872538,1,0.628923311490407
9,28,530,0.146337070510841,0.921816515529952,1,0.0642154419566921
10,43,530,-1.29590888073278,0.645132617087046,1,0.419723217691153
